design,workload,B,ctx,step_ms,tps_user,aggregate_tps,dram_util,mat_util,noc_util,fits,method
pulp_default_S,v4flash_kvfrac0.1,2,131072,35.84,28.0,56.0,0.1,0.344,,False,analytical
pulp_default_S,v4flash_kvfrac0.1,4,8192,23.574,42.0,170.0,0.218,0.746,,False,analytical
pulp_default_S,v4flash_kvfrac0.1,4,32768,32.8754,30.0,122.0,0.157,0.578,,False,analytical
pulp_default_S,v4flash_kvfrac0.1,4,131072,70.0811,14.0,57.0,0.074,0.352,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,1,8192,4.6184,217.0,217.0,0.593,0.089,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,1,32768,4.8364,207.0,207.0,0.567,0.092,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,1,131072,5.7085,175.0,175.0,0.482,0.101,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,2,8192,6.0315,166.0,332.0,0.59,0.137,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,2,32768,6.4675,155.0,309.0,0.551,0.138,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,2,131072,8.2115,122.0,244.0,0.436,0.141,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,4,8192,8.7643,114.0,456.0,0.588,0.188,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,4,32768,9.6364,104.0,415.0,0.535,0.185,,False,analytical
pulp_scaled_S,v4flash_kvfrac0.1,4,131072,13.1244,76.0,305.0,0.396,0.176,,False,analytical
tensix_S,v4flash_kvfrac0.1,1,8192,3.5256,284.0,284.0,0.777,0.029,,False,analytical
tensix_S,v4flash_kvfrac0.1,1,32768,3.553,281.0,281.0,0.771,0.031,,False,analytical
tensix_S,v4flash_kvfrac0.1,1,131072,3.6628,273.0,273.0,0.75,0.04,,False,analytical
tensix_S,v4flash_kvfrac0.1,2,8192,4.5629,219.0,438.0,0.78,0.045,,False,analytical
tensix_S,v4flash_kvfrac0.1,2,32768,4.6178,217.0,433.0,0.772,0.048,,False,analytical
tensix_S,v4flash_kvfrac0.1,2,131072,4.8373,207.0,413.0,0.741,0.06,,False,analytical
tensix_S,v4flash_kvfrac0.1,4,8192,6.566,152.0,609.0,0.784,0.063,,False,analytical
tensix_S,v4flash_kvfrac0.1,4,32768,6.6758,150.0,599.0,0.773,0.067,,False,analytical
tensix_S,v4flash_kvfrac0.1,4,131072,7.1148,141.0,562.0,0.73,0.081,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,1,8192,3.4955,286.0,286.0,0.392,0.629,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,1,32768,4.6582,215.0,215.0,0.294,0.51,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,1,131072,9.3089,107.0,107.0,0.148,0.332,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,2,8192,6.3156,158.0,317.0,0.282,0.696,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,2,32768,8.6409,116.0,231.0,0.206,0.55,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,2,131072,17.9423,56.0,111.0,0.1,0.344,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,4,8192,11.8148,85.0,339.0,0.218,0.745,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,4,32768,16.4655,61.0,243.0,0.157,0.577,,False,analytical
pulp_default_M,v4flash_kvfrac0.1,4,131072,35.0684,29.0,114.0,0.074,0.352,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,1,8192,1.902,526.0,526.0,0.72,0.108,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,1,32768,2.011,497.0,497.0,0.681,0.111,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,1,131072,2.447,409.0,409.0,0.562,0.118,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,2,8192,2.4714,405.0,809.0,0.72,0.167,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,2,32768,2.6894,372.0,744.0,0.663,0.166,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,2,131072,3.5615,281.0,562.0,0.503,0.162,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,4,8192,3.5733,280.0,1119.0,0.721,0.231,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,4,32768,4.0093,249.0,998.0,0.643,0.222,,False,analytical
pulp_scaled_M,v4flash_kvfrac0.1,4,131072,5.7533,174.0,695.0,0.451,0.201,,False,analytical
tensix_M,v4flash_kvfrac0.1,1,8192,1.8118,552.0,552.0,0.756,0.028,,False,analytical
tensix_M,v4flash_kvfrac0.1,1,32768,1.8255,548.0,548.0,0.75,0.031,,False,analytical
tensix_M,v4flash_kvfrac0.1,1,131072,1.8804,532.0,532.0,0.731,0.038,,False,analytical
tensix_M,v4flash_kvfrac0.1,2,8192,2.3305,429.0,858.0,0.764,0.044,,False,analytical
tensix_M,v4flash_kvfrac0.1,2,32768,2.3579,424.0,848.0,0.756,0.047,,False,analytical
tensix_M,v4flash_kvfrac0.1,2,131072,2.4677,405.0,810.0,0.726,0.059,,False,analytical
tensix_M,v4flash_kvfrac0.1,4,8192,3.332,300.0,1200.0,0.773,0.062,,False,analytical
tensix_M,v4flash_kvfrac0.1,4,32768,3.3869,295.0,1181.0,0.762,0.066,,False,analytical
tensix_M,v4flash_kvfrac0.1,4,131072,3.6064,277.0,1109.0,0.72,0.08,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,1,8192,2.3566,424.0,424.0,0.387,0.622,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,1,32768,3.1317,319.0,319.0,0.292,0.506,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,1,131072,6.2322,160.0,160.0,0.147,0.33,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,2,8192,4.2408,236.0,472.0,0.28,0.691,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,2,32768,5.7911,173.0,345.0,0.205,0.547,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,2,131072,11.992,83.0,167.0,0.1,0.343,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,4,8192,7.9075,126.0,506.0,0.217,0.742,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,4,32768,11.0079,91.0,363.0,0.156,0.576,,False,analytical
pulp_default_L,v4flash_kvfrac0.1,4,131072,23.4098,43.0,171.0,0.074,0.352,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,1,8192,1.263,792.0,792.0,0.723,0.109,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,1,32768,1.3357,749.0,749.0,0.684,0.111,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,1,131072,1.6264,615.0,615.0,0.563,0.119,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,2,8192,1.6313,613.0,1226.0,0.728,0.169,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,2,32768,1.7767,563.0,1126.0,0.669,0.167,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,2,131072,2.358,424.0,848.0,0.507,0.164,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,4,8192,2.3441,427.0,1706.0,0.732,0.235,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,4,32768,2.6347,380.0,1518.0,0.653,0.226,,False,analytical
pulp_scaled_L,v4flash_kvfrac0.1,4,131072,3.7974,263.0,1053.0,0.456,0.203,,False,analytical
tensix_L,v4flash_kvfrac0.1,1,8192,1.2405,806.0,806.0,0.736,0.028,,False,analytical
tensix_L,v4flash_kvfrac0.1,1,32768,1.2497,800.0,800.0,0.731,0.03,,False,analytical
tensix_L,v4flash_kvfrac0.1,1,131072,1.2863,777.0,777.0,0.712,0.037,,False,analytical
tensix_L,v4flash_kvfrac0.1,2,8192,1.5863,630.0,1261.0,0.748,0.043,,False,analytical
tensix_L,v4flash_kvfrac0.1,2,32768,1.6046,623.0,1246.0,0.741,0.046,,False,analytical
tensix_L,v4flash_kvfrac0.1,2,131072,1.6778,596.0,1192.0,0.712,0.057,,False,analytical
tensix_L,v4flash_kvfrac0.1,4,8192,2.254,444.0,1775.0,0.762,0.061,,False,analytical
tensix_L,v4flash_kvfrac0.1,4,32768,2.2906,437.0,1746.0,0.751,0.065,,False,analytical
tensix_L,v4flash_kvfrac0.1,4,131072,2.4369,410.0,1641.0,0.711,0.079,,False,analytical
